filename,gene_time,sliding_time,pr_dim1,pr_dim2,pr_dim3
dog_114.jpg,2.286766767501831,17.27044701576233,1.0,0.8517786561264822,0.49209486166007904
dog_123.jpg,2.202636957168579,4.882966995239258,1.0,0.8885448916408669,0.6160990712074303
dog_124.jpg,1.8141286373138428,3.0950708389282227,0.9830508474576272,0.9957627118644068,0.940677966101695
dog_130.jpg,2.1824774742126465,4.084265470504761,1.0,0.9723926380368099,0.6717791411042945
dog_141.jpg,1.5368242263793945,5.4947943687438965,0.9506726457399103,0.7802690582959642,0.8789237668161435
dog_142.jpg,1.8241939544677734,4.633432149887085,0.9867986798679867,0.933993399339934,1.0
dog_147.jpg,1.6305537223815918,2.739971876144409,1.0,1.0,0.8690476190476191
dog_150.jpg,1.9863817691802979,6.06667947769165,1.0,0.851063829787234,0.9878419452887538
dog_155.jpg,1.467311143875122,7.705971956253052,0.9979381443298969,0.9587628865979382,1.0
dog_159.jpg,1.7962396144866943,12.007016658782959,1.0,0.9330543933054394,0.7405857740585774
dog_168.jpg,1.5341694355010986,2.3146350383758545,0.9689922480620154,0.9263565891472868,0.5155038759689923
dog_173.jpg,2.0718464851379395,2.76184344291687,1.0,0.8015873015873016,0.5595238095238095
dog_177.jpg,1.7992308139801025,4.561670541763306,0.9974424552429667,0.9539641943734015,0.7877237851662404
dog_181.jpg,2.3869028091430664,7.033322334289551,0.9723991507430998,0.9363057324840764,0.9617834394904459
dog_191.jpg,2.1246628761291504,4.266451597213745,0.9457013574660633,0.7375565610859729,0.9230769230769231
dog_194.jpg,1.816171646118164,3.1221985816955566,1.0,0.9739130434782609,0.8826086956521739
dog_196.jpg,1.7687623500823975,3.406195878982544,0.9615384615384616,0.9615384615384616,0.7637362637362637
dog_197.jpg,1.7077858448028564,7.550479888916016,1.0,0.9490196078431372,0.9490196078431372
dog_211.jpg,1.7428297996520996,21.914340257644653,1.0,0.9009287925696594,0.8452012383900929
dog_213.jpg,1.5128099918365479,4.533835411071777,0.9933774834437086,0.9271523178807947,0.6291390728476821
dog_219.jpg,2.0234670639038086,4.3802361488342285,0.9795221843003413,0.8225255972696246,0.9726962457337884
dog_227.jpg,2.6531972885131836,4.129317760467529,0.9936708860759493,0.8227848101265823,0.7278481012658228
dog_229.jpg,2.27750301361084,13.207645177841187,1.0,0.8405063291139241,0.7746835443037975
dog_236.jpg,1.4767403602600098,7.078912258148193,0.9886363636363636,0.9015151515151515,0.7992424242424242
dog_237.jpg,2.0962963104248047,4.872384786605835,0.9898305084745763,0.8915254237288136,0.8813559322033898
dog_240.jpg,1.5327556133270264,6.105055332183838,1.0,0.8851851851851852,0.9
dog_244.jpg,3.1755874156951904,1.377929925918579,0.9868421052631579,0.9473684210526315,1.0
